,ID,NOMBRE PROYECTO,DIRECCIÓN,COMUNA,LATITUD,LONGITUD,INMOBILIARIA,TIPO PROYECTO,FECHA DE ENTREGA,SUP. PROMEDIO,TOTAL UNIDADES PROYECTO,VIGENCIA,FECHA DE PROCESO,CLIMA
560,561,TERRALTA LOS DOMINICOS - EDIFICIOS,"FRANCISCO BULNES CORREA 3650, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.4169086,-70.5086671999999,BESALCO INMOBILIARIA S.A.,DEPARTAMENTO,42705,224.5,24,1,2022-12-16,por definir
561,562,TOWNHOUSE LOS POZOS,"LOS POZOS 6868, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.4159172,-70.5583092,INMOBILIARIA FREEVALS,CASA,42248,135.0,6,0,2022-12-16,por definir
562,563,ALTO SAN RAFAEL,"FELIPE CUBILLOS 1789, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.358517,-70.53887,INMOBILIARIA SECURITY S.A.,CASA,42522,408.0,13,0,2022-12-16,por definir
563,564,CANDIL 35,"DEL CANDIL 600, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.361801,-70.517256,SUR MONTE,DEPARTAMENTO,42705,92.5,35,0,2022-12-16,por definir
564,565,EDIFICIO MALBEC,"COMANDANTE MALBEC 12871, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.358604,-70.514915,PAZ INMOBILIARIA,DEPARTAMENTO,42705,161.5,112,1,2022-12-16,por definir
565,566,EDIFICIO ROBLE DOS,"ROBLE 12729, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3631263,-70.5164532,SIENA INMOBILIARIA S.A.,DEPARTAMENTO,42705,62.0,91,0,2022-12-16,por definir
566,567,TERRAZAS EL TRANQUE,"EL TRANQUE 12225, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3597805,-70.5226794,INMOBILIARIA SINGULAR,DEPARTAMENTO,42887,144.5,60,0,2022-12-16,por definir
567,568,CONJUNTO BUENA NUEVA,"LOS EVANGELISTAS 3884, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4911688,-70.586428,INMOBILIARIA E INVERSIONES ATIEL LTDA.,CASA,42491,100.0,16,0,2022-12-16,por definir
568,569,EDIFICIO PATIO NOBEL,"PREMIO NOBEL 3045, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4825728,-70.5968853,INMOBILIARIA TERRAGONA,DEPARTAMENTO,42887,63.5,144,0,2022-12-16,por definir
569,570,EDIFICIO GREENPARK,"LOS CLARINES 3051, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4843822,-70.6009055,STITCHKIN GESTION INMOBILIARIA,DEPARTAMENTO,43160,50.5,182,0,2022-12-16,por definir
570,571,DUBLE 3100,"DUBLE ALMEYDA 3100, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4560348,-70.5989302999999,INMOBILIARIA CANTAUCO,DEPARTAMENTO,42887,57.5,37,0,2022-12-16,por definir
571,572,DUBLE ALMEYDA 2980,"DUBLE ALMEYDA 2980, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4560978,-70.600034,SSILVA GESTION INMOBILIARIA,DEPARTAMENTO,43678,48.5,82,1,2022-12-16,por definir
572,573,CONDOMINIO BOSQUE DE CHENA,"MICHIMALONGO PARCELA 53 A , SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.4708954,-70.7270581,INMOBILIARIA ABNSA,CASA,42522,140.0,42,0,2022-12-16,por definir
573,574,CONDOMINIO SANTA ANA DE CHENA,"LAUTARO 18544 (VTAS EN MICHIMALONGO PC 53 A), SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5673926,-70.7744354,INMOBILIARIA ABNSA,CASA,42064,140.0,25,0,2022-12-16,por definir
574,575,ECHEÑIQUE 46,"ECHEÑIQUE 5100, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4462456,-70.5780008,SURMONTE,DEPARTAMENTO,43435,81.0,46,0,2022-12-16,por definir
575,576,ECO IRARRAZAVAL,"IRARRAZAVAL 5489, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4536585,-70.5736819,INMOBILIARIA FUNDAMENTA,DEPARTAMENTO,44348,44.5,490,1,2022-12-16,por definir
576,577,EDIEDIFICIO DOMINGO FAUSTINO,"DOMINGO FAUSTINO SARMIENTO 210, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4511916,-70.6145457,STITCHKIN GESTION INMOBILIARIA,DEPARTAMENTO,43617,72.5,67,0,2022-12-16,por definir
577,578,EDIFICIO 3D,"AUGUSTO VILLANUEVA 33, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4551226,-70.5881014,URMENETA GESTION INMOBILIARIA,DEPARTAMENTO,43252,51.0,154,0,2022-12-16,por definir
578,579,EDIFICIO ACCION VESPUCIO,"AMERICO VESPUCIO 4451, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4966777,-70.5855593,ACCION INMOBILIARIA,DEPARTAMENTO,43831,48.0,330,0,2022-12-16,por definir
579,580,EDIFICIO AMADEUS,"LOS ESPINOS 2978, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4763963,-70.6009984,INMOBILIARIA KONTAX,DEPARTAMENTO,00-01-1900,59.5,144,0,2022-12-16,por definir
580,581,PARQUE SAN IGNACIO,"SAN IGNACIO 1855, SANTIAGO, REGION METROPOLITANA, CHILE",PADRE HURTADO,-33.5865198,-70.8083486,INMOBILIARIA METROPOLITANA,CASA,42705,54.0,200,0,2022-12-16,por definir
581,582,EDIFICIO ANDACOLLO 1624,"ANDACOLLO 1624, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.43722,-70.6061359999999,INMOBILIARIA ANDACOLLO,DEPARTAMENTO,42522,59.0,30,0,2022-12-16,por definir
582,583,EDIFICIO ARZOBISPO FUENZALIDA,"ARZOBISPO FUENZALIDA 2579 (VTAS EN LAUTARO FERRER 2930), SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4444097,-70.6006266,RVC INGENIERIA Y CONSTRUCCION,DEPARTAMENTO,42339,87.0,36,0,2022-12-16,por definir
583,584,EDIFICIO CIRCUITO ITALIA,"ROMAN DIAZ 1384, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4425873,-70.6190089,INMOBILIARIA CANTAUCO,DEPARTAMENTO,42522,51.5,30,0,2022-12-16,por definir
584,585,EDIFICIO DON HERNANDO,"HERNANDO DE AGUIRRE 1515, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4317055,-70.5971447,INMOBILIARIA DELABASE,DEPARTAMENTO,42522,81.0,41,0,2022-12-16,por definir
585,586,EDIFICIO DU,"DARIO URZUA 2161, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4304355,-70.6075091,ALMAGRO S.A.,DEPARTAMENTO,42705,82.5,50,0,2022-12-16,por definir
586,587,EDIFICIO LOS LEONES,"LOS LEONES 2580, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4423362,-70.5992457,SIP,DEPARTAMENTO,42705,79.5,40,0,2022-12-16,por definir
587,588,EDIFICIO PLAZA ALCALDESA,"PORTAL 1852, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.43568,-70.59966,INMOBILIARIA GENTE,DEPARTAMENTO,42461,77.5,24,0,2022-12-16,por definir
588,589,FERRER 24,"PEDRO LAUTARO FERRER 3322, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4442246,-70.5969935,SUR MONTE,DEPARTAMENTO,42705,73.0,24,0,2022-12-16,por definir
589,590,LF 35,"PEDRO LAUTARO FERRER 3420, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4441172999999,-70.5957002,SUR MONTE,DEPARTAMENTO,42705,74.5,35,0,2022-12-16,por definir
590,591,PARQUE POCURO,"REGIMIENTO CAZADORES 1208 ESQ. POCURO, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4372369,-70.6112861,GRUPO RALEI,DEPARTAMENTO,43525,86.0,144,0,2022-12-16,por definir
591,592,SILVINA PLAZA,"SILVINA PLAZA 1959, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4045646,-70.6289149,FERNANDEZ WOOD S.A.,DEPARTAMENTO,42552,77.0,40,0,2022-12-16,por definir
592,593,VALLE IZARRA,"RUTA 68 KM 14, SANTIAGO, REGION METROPOLITANA, CHILE",PUDAHUEL,-33.4472277,-70.7710846,AVELLANEDA,CASA,42491,107.5,30,0,2022-12-16,por definir
593,594,CONDOMINIO DOÑA GABRIELA,"ROSA ESTER 3951, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5805693,-70.6082000999999,INMOBILIARIA INSAJO,DEPARTAMENTO,42217,50.0,76,0,2022-12-16,por definir
594,595,CUMBRES DEL PEÑON,"EL VOLCAN 7712, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.4750545,-70.7138495,INMOBILIARIA MANQUEHUE LTDA.,CASA,42675,125.0,90,1,2022-12-16,por definir
595,596,LOS PORTONES DE SAN CARLOS,"CARDENAL OVIEDO 1265, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5968885,-70.551344,TERRACORP,CASA,42339,69.0,62,0,2022-12-16,por definir
596,597,EDIFICIO SAN ESTEBAN,"SAN ENRIQUE / SAN LUIS, SANTIAGO, REGION METROPOLITANA, CHILE",QUILICURA,-33.3660804,-70.7414273,CONSTRUCTORA BIO BIO,DEPARTAMENTO,42186,58.0,60,0,2022-12-16,por definir
597,598,TOWNHOUSE LO CAMPINO,"ARANGUEZ ORIENTE S/N, SANTIAGO, REGION METROPOLITANA, CHILE",QUILICURA,-33.3831959,-70.723631,INMOBILIARIA LO CAMPINO,CASA,42339,118.0,29,0,2022-12-16,por definir
598,599,EDIFICIO CATEDRAL,"CATEDRAL 4245, SANTIAGO, REGION METROPOLITANA, CHILE",QUINTA NORMAL,-33.440617,-70.692577,INMOBILIARIA NOLLAGAM,DEPARTAMENTO,42795,45.0,260,0,2022-12-16,por definir
599,600,EDIFICIO QVINTA SUITES,"SANTO DOMINGO 3905, SANTIAGO, REGION METROPOLITANA, CHILE",QUINTA NORMAL,-33.4388491,-70.6886657,INMOBILIARIA NORTE VERDE,DEPARTAMENTO,42917,35.0,71,0,2022-12-16,por definir
600,601,EDIFICIO PARQUE LOS NOGALES,"RIVERA 1180, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.4255942,-70.6554101,INMOBILIARIA NATANEL,DEPARTAMENTO,42339,47.5,107,0,2022-12-16,por definir
601,602,EDIFICIO CALAFQUEN,"ARCANGEL 1211, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4881416,-70.6527689,INMOBILIARIA ALMAHUE,DEPARTAMENTO,42675,74.0,153,0,2022-12-16,por definir
602,603,EDIFICIO INFINITY ONIX,"PRIMERA AVENIDA 1336, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.5038401,-70.6596455,INMOBILIARIA AVSA,DEPARTAMENTO,42887,52.5,170,0,2022-12-16,por definir
603,604,EDIFICIO LAZCANO,"FERNANDO LAZCANO 1549, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.483066,-70.6557079999999,INMOBILIARIA E INVERSIONES DVYS,DEPARTAMENTO,42125,43.5,28,0,2022-12-16,por definir
604,605,EDIFICIO LEGADO,"ALCALDE PEDRO ALARCON 975, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.486662,-70.6479126999999,PAZ INMOBILIARIA,DEPARTAMENTO,42887,44.5,288,0,2022-12-16,por definir
605,606,EDIFICIO MIO II,"PRIMERA AVENIDA 1252, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.5040741,-70.6580665,PAZ INMOBILIARIA,DEPARTAMENTO,42736,54.5,142,0,2022-12-16,por definir
606,607,EDIFICIO NOVA VIDA,"LO OVALLE 1385, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.5125754,-70.6642933,RAUL DEL RIO,DEPARTAMENTO,42522,49.0,152,0,2022-12-16,por definir
607,608,EDIFICIO NOVENA AVENIDA,"NOVENA AVENIDA 1226, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.5120482,-70.6595675,RVC INGENIERIA Y CONSTRUCCION,DEPARTAMENTO,42644,49.5,162,0,2022-12-16,por definir
608,609,EDIFICIO PARQUE VARGAS BUSTON,"VARGAS BUSTOS 760, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.509399,-70.6476339,INMOBILIARIA BRIMAC,DEPARTAMENTO,42705,67.0,180,0,2022-12-16,por definir
609,610,EDIFICIO SAN IGNACIO,"SAN IGNACIO 4820, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4957454,-70.6586392,ENACO S.A.,DEPARTAMENTO,42552,66.5,80,0,2022-12-16,por definir
610,611,EDIFICIO CITADINO,"CARMEN 439, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4493117,-70.6419071999999,INMOBILIARIA AVSA,DEPARTAMENTO,42705,44.5,106,0,2022-12-16,por definir
611,612,CONDOMINIO CASAS DEL BARRIO YUNGAY II,"MAIPU 425, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4408446,-70.6765056,CE INMOBILIARIA,CASA,42064,140.5,16,0,2022-12-16,por definir
612,613,EDIFICIO CONQUISTA ESPAÑA II,"ESPAÑA 471 - 481, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.2420787,-70.8193411,DEVELOP,DEPARTAMENTO,42795,42.5,144,0,2022-12-16,por definir
613,614,EDIFICIO LORD COCHARANE PLAZA II,"LORD COCHRANE 387, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4507979,-70.6547755,INMOBILIARIA ABSAL,DEPARTAMENTO,42705,49.0,618,0,2022-12-16,por definir
614,615,EDIFICIO MANANTIAL STGO,"SANTIAGO 1355, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4488897,-70.6692655,INMOBILIARIA MANANTIAL,DEPARTAMENTO,42705,39.0,78,0,2022-12-16,por definir
615,616,EDIFICIO MATTA VALDES,"MATTA 747, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4540537,-70.6229216999999,INMOBILIARIA PUERTO CAPITAL,DEPARTAMENTO,42705,39.0,220,0,2022-12-16,por definir
616,617,EDIFICIO ONE WAY,"JOSE MIGUEL CARRERA 349, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4518516,-70.6633519,URMENETA GESTION INMOBILIARIA,DEPARTAMENTO,42887,51.0,237,0,2022-12-16,por definir
617,618,EDIFICIO PORTUGAL 810,"PORTUGAL 810, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.452796,-70.6339673,ALMAGRO S.A.,DEPARTAMENTO,42614,54.0,259,0,2022-12-16,por definir
618,619,EDIFICIO TORRE MAYOR,"GENERAL GANA 1063, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4712446,-70.6481275,SUKSA GESTION INMOBILIARIA,DEPARTAMENTO,42795,33.5,445,0,2022-12-16,por definir
619,620,ESPACIO PRAT,"PRAT 1312 - (VTAS EN MATTA 512), SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4624976,-70.6468206999999,EUROINMOBILIARIA,DEPARTAMENTO,42795,44.5,560,0,2022-12-16,por definir
620,621,EDIFICICIO LOS GOMEROS,"LOS GOMEROS 1401, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3968146,-70.5781937,BESALCO INMOBILIARIA S.A.,DEPARTAMENTO,42401,110.0,36,0,2022-12-16,por definir
621,622,EDIFICIO CANDELARIA,"CANDELARIA GOYENECHEA 4545, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3939283,-70.5890309,JI BOFIL Y ASOCIADOS LIMITADA,DEPARTAMENTO,42248,121.5,33,0,2022-12-16,por definir
622,623,EDIFICIO DEL ESTE,"MAR JONICO 7511, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3845731,-70.5611314,FUENZALIDA DESARROLLOS INMOBILIARIOS,DEPARTAMENTO,43009,110.5,35,0,2022-12-16,por definir
623,624,EDIFICIO FRANCISCO RIVEROS 4477,"FRANCISCO RIVEROS 4477, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3929183,-70.5911224,INMOBILIARIA INSPIRA,DEPARTAMENTO,42522,130.0,39,0,2022-12-16,por definir
624,625,PRISMA VITACURA,"PADEREWSKI 5150, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3979615,-70.5828975,FUENZALIDA DESARROLLOS INMOBILIARIOS,DEPARTAMENTO,42675,107.0,28,0,2022-12-16,por definir
625,626,SANTA MARIA POLO GOLF,"SANTA MARIA 5678, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3812968,-70.588966,FFV DESARROLLO INMOBILIARIO,DEPARTAMENTO,42705,296.5,36,0,2022-12-16,por definir
626,627,EDIFICIO ZENTENO EFICIENT,"ZENTENO 1702, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4688322,-70.6493261999999,GRUPO RALEI,DEPARTAMENTO,43435,45.0,255,0,2022-12-16,por definir
627,628,PARQUE EL ROBLE,"CAMINO DEL ROBLE 1578, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.3497922,-70.6764216,STITCHKIN GESTION INMOBILIARIA,DEPARTAMENTO,42552,91.0,88,0,2022-12-16,por definir
628,629,CONDOMINIO RUKAN,"CARRETERA SAN MARTIN KM 16.5, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.3543881,-70.6928293,URBANIZA S.A.,CASA,42614,135.0,50,1,2022-12-16,por definir
629,630,PEUMAYEN,"SAN LUIS 20555 ESQUINA PIEDRA ROJA, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.2287922,-70.6708359,PENTA INMOBILIARIA,CASA,42736,132.0,84,0,2022-12-16,por definir
630,631,CONDOMINIO PARQUE PORTALES - MAIPU,"PORTALES 3023, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4430393,-70.6767299,CE INMOBILIARIA,CASA,42064,88.5,11,0,2022-12-16,por definir
631,632,CIUDAD DEL ESTE - CONDOMINIO CERRO ALTO,"PARQUE DEL ESTE ESQUINA PARQUE CENTRAL, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5615137,-70.5499639,ACONCAGUA S.A.,DEPARTAMENTO,42736,60.5,96,0,2022-12-16,por definir
632,633,EDIFICIO DEL PARQUE II,"QUILIN 5502, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.4906428,-70.5753941999999,CRILLON DESARROLLO INMOBILIARIO S.A.,DEPARTAMENTO,42644,90.0,62,0,2022-12-16,por definir
633,634,ECO ORIGEN,"ECUADOR 3866, SANTIAGO, REGION METROPOLITANA, CHILE",ESTACION CENTRAL,-33.4515255,-70.6919080999999,INMOBILIARIA FUNDAMENTA,DEPARTAMENTO,43800,38.5,409,0,2022-12-16,por definir
634,635,CONDOMINIO LOS PINOS,"LOS PINOS 096, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.6073541,-70.5222450999999,MAS CASAS,CASA,42401,56.0,32,0,2022-12-16,por definir
635,636,AIRES DE LA REINA,"CARLOS SILVA VILDOSOLA 9063, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.4396587,-70.5364172,INMOBILIARIA CANTAUCO,CASA,42430,140.0,4,0,2022-12-16,por definir
636,637,LOS CEDROS V,"CARLOS SILVA VILDOSOLA 8859, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.4395838,-70.5390666,NUMAIR,CASA,42461,140.0,5,0,2022-12-16,por definir
637,638,CONDOMINIO ECHEÑIQUE 8750,"ECHEÑIQUE 8750, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.44205,-70.54025,SOCIEDAD INMOBILIARIA RUPANCO,CASA,42186,140.0,5,0,2022-12-16,por definir
638,639,CONDOMINIO PALENA,"PALENA 3270, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5179635,-70.5615163,RIMAZA GRUPO INMOBILIARIO,CASA,42430,69.5,60,0,2022-12-16,por definir
639,640,EDIFICIO LOS PRESIDENTES,"LOS PRESIDENTES 8100, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.4881664,-70.5520134,ACONCAGUA S.A.,DEPARTAMENTO,42675,82.5,32,0,2022-12-16,por definir
640,641,EDIFICIO LINK,"ECUADOR 4578, SANTIAGO, REGION METROPOLITANA, CHILE",ESTACION CENTRAL,-33.4536224,-70.6991640999999,URMENETA GESTION INMOBILIARIA,DEPARTAMENTO,42887,34.5,204,0,2022-12-16,por definir
641,642,LOMAS DE EYZAGUIRRE - CONDOMINIO BANDADAS,"EYZAGUIRRE 2225, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.6135828,-70.5377651,ACONCAGUA S.A.,CASA,42736,55.5,58,0,2022-12-16,por definir
642,643,EDIFICIO AMAPOLAS 5565,"AMAPOLAS 5565, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4401796,-70.5734844,MPC,DEPARTAMENTO,00-01-1900,70.0,132,0,2022-12-16,por definir
643,644,EDIFICIO ANDALUCIA,"FRANCISCO DE VILLAGRA 327, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4566444,-70.5739143,ALMAGRO S.A.,DEPARTAMENTO,42156,95.5,96,0,2022-12-16,por definir
644,645,EDIFICIO ANTUNEZ,"HAMBURGO 946, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4459593,-70.5772698999999,GRUPO ESPACIOS,DEPARTAMENTO,42522,91.0,44,0,2022-12-16,por definir
645,646,EDIFICIO ARTIGAS,"HERNAN CORTES 3030, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4461764,-70.5993307,ALMAGRO S.A.,DEPARTAMENTO,43344,72.5,64,0,2022-12-16,por definir
646,647,EDIFICIO SALESIANOS 1350,"SALESIANOS 1350, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4909796,-70.6573985,SIMONETTI INMOBILIARIA,DEPARTAMENTO,42736,52.0,83,0,2022-12-16,por definir
647,648,EDIFICIO AVANTE,"MANUEL MONTT CON TENIENTE MONTT, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4499548,-70.6132022,GRUPO HOGARES,DEPARTAMENTO,42644,44.0,207,0,2022-12-16,por definir
648,649,ESPACIO EL VERGEL,"EL VERGEL 2432, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4321149,-70.6015793,INMOBILIARIA SECURITY S.A.,DEPARTAMENTO,42736,87.0,77,0,2022-12-16,por definir
649,650,EDIFICIO ETNIA,"DIAGONAL ORIENTE 1550, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4460879,-70.6109094,INMOBILIARIA AVSA,DEPARTAMENTO,42552,65.0,54,0,2022-12-16,por definir
650,651,EDIFICIO EL MARQUES II,"RAMON BARROS LUCO 3156, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4821752,-70.6554642,MPC,DEPARTAMENTO,42736,88.0,90,0,2022-12-16,por definir
651,652,ALKURA PIEDRA ROJA,"JOSE RABAT 9960, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.25957,-70.6375381,SOCOVESA S.A.,CASA,42278,159.0,33,1,2022-12-16,por definir
652,653,EDIFICIO BABURIZZA,"PASCUAL BABURIZZA 595, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4490188,-70.5775132999999,ABSALON INMOBILIARIA,DEPARTAMENTO,43282,86.0,37,0,2022-12-16,por definir
653,654,EDIFICIO BAUHAUS,"TOBALABA 4623, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4351592,-70.5813623,GRUPO ESPACIOS,DEPARTAMENTO,43435,56.0,51,0,2022-12-16,por definir
654,655,EDIFICIO LAVANDA,"ALVAREZ DE TOLEDO 845, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4906971,-70.6461700999999,GIMAX,DEPARTAMENTO,43009,61.5,223,0,2022-12-16,por definir
655,656,EDIFICIO CICCARELLI,"DIAGONAL SANTA ELENA 2605, SANTIAGO, REGION METROPOLITANA, CHILE",SAN JOAQUIN,-33.4766466,-70.6276259999999,ECASA,DEPARTAMENTO,43101,45.5,284,0,2022-12-16,por definir
656,657,EDIFICIO BLACK STYLE,"PEDRO RICO 5479, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4617,-70.57554,URMENETA GESTION INMOBILIARIA,DEPARTAMENTO,44166,72.0,54,1,2022-12-16,por definir
657,658,HUB DE PLAZA EGAÑA,"HANNOVER 5686, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.4516485,-70.5708241999999,EXXACON DESARROLLOS INMOBILIARIOS,DEPARTAMENTO,43101,70.0,162,0,2022-12-16,por definir
658,659,EDIFICIO LA MARINA 1150,"LA MARINA 1150, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4981824,-70.6544418,STITCHKIN GESTION INMOBILIARIA,DEPARTAMENTO,42917,94.0,89,0,2022-12-16,por definir
659,660,MIRADOR DEL LLANO,"ALCALDE PEDRO ALARCON 931, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.486551,-70.6475022,PROYECTA INMOBILIARIA,DEPARTAMENTO,42979,49.5,252,0,2022-12-16,por definir
660,661,EDIFICIO MARTIN ALONSO PINZON 4956,"MARTIN ALONSO PINZON 4956, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.420904,-70.5729499,MPC,DEPARTAMENTO,42675,122.0,51,0,2022-12-16,por definir
661,662,EDIFICIO DON VICENTE,"TERCERA AVENIDA 1417, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.5044543,-70.6618537,ECO INVERSIONES,DEPARTAMENTO,42430,45.5,36,0,2022-12-16,por definir
662,663,PORTA ITALIA,"RICARDO MATTE 467, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4392504,-70.6266141,INMOBILIARIA VITALIA,DEPARTAMENTO,42552,78.5,56,0,2022-12-16,por definir
663,664,EDIFICIO METRO BUILDING - EDIFICIO METRO HOLANDA,"HOLANDA 935 - VENTA EN MALAGA 333, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.4179657,-70.5861001,PYG LARRAIN,DEPARTAMENTO,42370,83.5,11,0,2022-12-16,por definir
664,665,CONDOMINIO LOS JAZMINES,"EL ROSAL S/N, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5599485,-70.6569471,HCG,CASA,42491,77.0,184,0,2022-12-16,por definir
