,ID,NOMBRE PROYECTO,DIRECCIÓN,COMUNA,LATITUD,LONGITUD,INMOBILIARIA,TIPO PROYECTO,FECHA DE ENTREGA,SUP. PROMEDIO,TOTAL UNIDADES PROYECTO,VIGENCIA,FECHA DE PROCESO,CLIMA
0,1,LAS PALMAS DE INDEPENDENCIA,"INDEPENDENCIA 4599, SANTIAGO, REGION METROPOLITANA, CHILE",CONCHALI,-33.3863675,-70.6785764999999,INMOBILIARIA INDEPENDENCIA,DEPARTAMENTO,42064,57.5,180,0,2022-12-16,por definir
1,2,PARQUE CAROLINA RABAT,"CAROLINA RABAT 900, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3692815,-70.5778417,INMOBILIARIA CARMELL LTDA.,DEPARTAMENTO,42064,258.5,204,0,2022-12-16,por definir
2,3,VALLE LA DEHESA,"LA DEHESA 4995, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3211558,-70.5175632999999,ENACO S.A.,CASA,42064,139.5,244,0,2022-12-16,por definir
3,4,CIUDAD DEL SOL,"VICUÑA MACKENNA PARADERO 35, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5906953,-70.5797875,CONSORCIO INMOBILIARIO MBI LTDA.,CASA,42401,101.0,2386,0,2022-12-16,por definir
4,5,CONJUNTO PORTAL OESTE,"AEROPUERTO ESQ. FERNANDEZ ALBANO, SANTIAGO, REGION METROPOLITANA, CHILE",CERRILLOS,-33.5258729,-70.6489648,INMOBILIARIA GALIZZO S.A.,CASA,42064,98.5,500,0,2022-12-16,por definir
5,6,VALLE NORTE (FERNANDEZ WOOD),"CAMINO EL ALBA TRES S/N, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.4012593,-70.5246345,FERNANDEZ WOOD S.A.,CASA,42248,135.5,277,0,2022-12-16,por definir
6,7,HACIENDA DE CHICUREO,"PIE ANDINO KM. 12, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.4568417,-70.7660784,INMOBILIARIA MANQUEHUE LTDA.,CASA,42064,333.0,96,0,2022-12-16,por definir
7,8,JARDINES DE LAS PIRCAS,"CAMINO EL PASO 4265, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.5000951,-70.5256023,INMOBILIARIA MACUL S.A,CASA,42064,140.0,259,0,2022-12-16,por definir
8,9,LOMAS DE EYZAGUIRRE,"EYZAGUIRRE 2225, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.6135828,-70.5377651,ACONCAGUA S.A.,CASA,42064,59.0,450,0,2022-12-16,por definir
9,10,CONDOMINIO PARQUE YUNGAY,"POETA PEDRO PRADO 1681, SANTIAGO, REGION METROPOLITANA, CHILE",QUINTA NORMAL,-33.4251388,-70.6859707,INMOBILIARIA CARRASCAL,DEPARTAMENTO,42064,65.0,343,0,2022-12-16,por definir
10,11,LOS PORTALES DE SANTA ANA,"4 PONIENTE 1421, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5499918,-70.7651161,TERRACORP,CASA,42248,72.0,1196,0,2022-12-16,por definir
11,12,HACIENDA EL PEÑON,"CAMINO SAN JOSE DE MAIPO 07712, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5980585,-70.5159094999999,ACONCAGUA S.A.,CASA,42339,102.0,586,0,2022-12-16,por definir
12,13,EL REMANSO DE LAS CONDES,"EL REMANSO 11111, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.4187228,-70.5200684,DICAL DESARROLLO INMOBILIARIO,CASA,00-01-1900,231.5,332,0,2022-12-16,por definir
13,14,JARDINES DE SANTA MARIA,"TRES PONIENTE 2930, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5010982,-70.7799987,INMOBILIARIA BROTEC-ICAFAL LTDA.,CASA,42064,90.0,145,0,2022-12-16,por definir
14,15,CIUDAD DE LOS REYES,"MAPOCHO 3535, SANTIAGO, REGION METROPOLITANA, CHILE",QUINTA NORMAL,-33.4328145,-70.6835416999999,CONSTRUCTORA SANTA BEATRIZ,DEPARTAMENTO,42522,45.0,1313,0,2022-12-16,por definir
15,16,LOS BRAVOS VALLE LOS TRAPENSES,"JUAN PABLO II S/N, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3618275,-70.7114856,INMOBILIARIA MANQUEHUE - SOCOVESA,CASA,00-01-1900,232.5,265,0,2022-12-16,por definir
16,17,EDIFICIO ARCADIA,"PAJARITOS 6586, SANTIAGO, REGION METROPOLITANA, CHILE",ESTACION CENTRAL,-33.464893000000004,-70.7239592,INMOBILIARIA LAGO RINIHUE LTDA.,DEPARTAMENTO,42522,52.5,513,0,2022-12-16,por definir
17,18,ALTOS DEL RACO,"CAMILO HENRIQUEZ 1040, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5495726,-70.6847683,CONSTRUCTORA QUEYLEN,CASA,42705,88.5,667,0,2022-12-16,por definir
18,19,LA SIERRA DE CHICUREO,"EL ALBA S/N, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.5104553,-70.553288,ADMINISTRADORA URBANA,CASA,42064,109.5,310,0,2022-12-16,por definir
19,20,CONJUNTO PORTAL DEL BOSQUE,"EL BOSQUE ESQ. CAPELLAN F. INFANTE, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5841789,-70.7038291,INMOBILIARIA GAMA S.A.,CASA,42217,91.5,596,0,2022-12-16,por definir
20,21,AYRES DE CHICUREO,"AUTOPISTA LOS LIBERTADORES KM. 20, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.3142595,-70.7038923,ACONCAGUA S.A.,CASA,42064,123.0,527,0,2022-12-16,por definir
21,22,BARRIO LAS ENCINAS,"LAS NACIONES ESQ. GARCIA SILVA, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5271634,-70.7870303999999,CONSTRUCTORA POCURO,CASA,42064,104.0,490,0,2022-12-16,por definir
22,23,CONDOMINIO JARDINES DEL VALLE,"JUAN DE DIOS MALEBRAN S/N, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5891373,-70.591432,ACONCAGUA S.A.,CASA,42064,81.5,474,0,2022-12-16,por definir
23,24,JARDIN PONIENTE,"BRASIL 8095, SANTIAGO, REGION METROPOLITANA, CHILE",RENCA,-33.530256,-70.5886158,INMOBILIARIA LOS SILOS LTDA.,CASA,42064,73.0,287,0,2022-12-16,por definir
24,25,PUNTA NOGALES,"PEDRO FONTOVA 6121, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.3674252,-70.6700094999999,SOCOVESA S.A.,CASA,42736,130.5,450,0,2022-12-16,por definir
25,26,EDIFICIO VISTA PLAZA,"JOSE MIGUEL CARRERA 5940, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.5503965,-70.6008161,INMOBILIARIA VARAS MENA S.A.,DEPARTAMENTO,42064,64.0,204,0,2022-12-16,por definir
26,27,EDIFICIO SANTA VICTORIA II,"MARIN 384, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4470063,-70.6389437999999,ACONCAGUA S.A.,DEPARTAMENTO,42248,50.0,233,0,2022-12-16,por definir
27,28,TERRAZAS DE PUENTE ALTO,"EL PERAL 7078, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5750509,-70.5414847,INMOBILIA GESTION Y DESARROLLO,CASA,42522,104.5,255,0,2022-12-16,por definir
28,29,EDIFICIO PARQUE SAN LUIS,"CRISTAL DE ABELLI 2996, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.411062,-70.5991100999999,INMOILIARIA SENCORP,DEPARTAMENTO,42064,574.0,25,0,2022-12-16,por definir
29,30,CONDOMINIO JARDINES DEL VALLE,"RUTA 68 N 8860, SANTIAGO, REGION METROPOLITANA, CHILE",PUDAHUEL,-33.4547649,-70.7333937,ACONCAGUA S.A.,CASA,42064,82.0,206,0,2022-12-16,por definir
30,31,CONDOMINIO ALTOS DE VIVACETA,"VIVACETA 3750, SANTIAGO, REGION METROPOLITANA, CHILE",CONCHALI,-33.395182,-70.6762581,PACAL GRUPO INMOBILIARIO,DEPARTAMENTO,42064,56.0,276,0,2022-12-16,por definir
31,32,LOS CASTAÑOS DE LAS VIZCACHAS,"AV. CENTRAL 1725, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.4133914,-70.6637275,INMOBILIARIA LOS CASTAÑOS DE LAS VIZCACHAS LTDA.,CASA,42064,91.0,277,0,2022-12-16,por definir
32,33,CUMBRES DE NOS,"CAMINO PADRE HURTADO ESQUINA QUINAHUE, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.639927,-70.6718623,INMOBILIA GESTION Y DESARROLLO,CASA,42339,104.5,188,0,2022-12-16,por definir
33,34,VALLE ESCONDIDO,"GENERAL URRUTIA 460, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.61584,-70.70591,INMOBILIARIA LOS SILOS LTDA.,CASA,42064,65.0,318,0,2022-12-16,por definir
34,35,EDIFICIO MIRADOR SAN DAMIAN,"LOS TULIPEROS SUR 13201, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.380907,-70.5001723,ENACO S.A.,DEPARTAMENTO,42064,298.0,126,0,2022-12-16,por definir
35,36,ASTRA II,"PRESIDENTE KENNEDY CON GERONIMO DE ALDERETE, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.3943699,-70.5618254,INMOBILIARIA ASTRA I,DEPARTAMENTO,42064,135.0,117,0,2022-12-16,por definir
36,37,LOS PORTALES DE SAN FRANCISCO - PASEO PIE ANDINO,"TRONCAL SAN FRANCISCO 1600 ESQUINA PIE ANDINO, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5924021,-70.5531756,TERRACORP,CASA,42064,77.5,321,0,2022-12-16,por definir
37,38,BARRIO PRIVADO LOS CASTAÑOS DE MAIPU,"4 PONIENTE CON ALFREDO SILVA CARVALLO, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5321203,-70.7933018,INMOBILIARIA PATAGONIA,CASA,42461,71.0,450,1,2022-12-16,por definir
38,39,CONDOMINIO SAN FERNANDO,"SAN FERNANDO 1477 , SANTIAGO, REGION METROPOLITANA, CHILE",CONCHALI,-33.3928455,-70.6669885,VIVIENDAS 2000 LTDA.,DEPARTAMENTO,42064,52.0,400,0,2022-12-16,por definir
39,40,ALTOS DE LA FLORIDA,"DIEGO PORTALES 1630, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.56025,-70.5657899999999,PACAL GRUPO INMOBILIARIO,DEPARTAMENTO,42064,57.5,270,0,2022-12-16,por definir
40,41,CASAS DEL PARQUE II,"LOS SUSPIROS 16561, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.6123815,-70.6877877,BESALCO INMOBILIARIA S.A.,CASA,42430,60.5,336,0,2022-12-16,por definir
41,42,HARAS DE SAN BERNARDO,"PADRE HURTADO 16355, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.6090728,-70.6841958,BESALCO INMOBILIARIA S.A.,CASA,42217,84.5,361,0,2022-12-16,por definir
42,43,LAGUNA DEL SOL,"KM 26 CAMINO A MELIPILLA, SANTIAGO, REGION METROPOLITANA, CHILE",PADRE HURTADO,-33.5560402,-70.7984608,ACONCAGUA S.A.,CASA,42064,111.0,476,1,2022-12-16,por definir
43,44,CONDOMINIO LOS LITRES,"PASEO PIE ANDINO / CAMINO SANTA MARTINA, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.308605,-70.540925,FERNANDEZ WOOD S.A.,CASA,42522,274.5,265,0,2022-12-16,por definir
44,45,ESTANCIA LIRAY,"CARRETERA GENERAL SAN MARTIN 2000, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.3543881,-70.6928293,INMOBILIARIA MANQUEHUE LTDA.,CASA,42064,97.5,328,0,2022-12-16,por definir
45,46,LOMAS DEL CARMEN,"EL CARMEN S/N, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.5156657,-70.763443,ENACO S.A.,CASA,42248,135.5,197,0,2022-12-16,por definir
46,47,CONDOMINIO SANTA BERNARDITA,"GRAN AVDA JOSE MIGUEL CARRERA 12030, SANTIAGO, REGION METROPOLITANA, CHILE",EL BOSQUE,-33.5672187,-70.6851855,VAIN S.A.,DEPARTAMENTO,42064,55.0,510,0,2022-12-16,por definir
47,48,SANTA MARIA DEL PEÑON,"EL PERAL 07284, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5752413,-70.5391612,BROTEC - ICAFAL,CASA,42064,116.5,284,0,2022-12-16,por definir
48,49,CONDOMINIO PARQUE CIUDAD DEL NIÑO,"CENTENARIO 1000, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.513669,-70.6531208,GRUPO ESPAÑA INMOBILIARIA,DEPARTAMENTO,42064,45.5,460,0,2022-12-16,por definir
49,50,CUMBRES DE HUECHURABA,"SANTA MARTA DE HUECHURABA 7450, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.3529639,-70.6781543,ACONCAGUA S.A.,DEPARTAMENTO,42217,78.0,324,0,2022-12-16,por definir
50,51,LAGUNA DE CONDORES - CONDOMINIO LOS ROBLES,"PADRE HURTADO 18341, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.6226796,-70.6812518,SOCOVESA S.A.,CASA,42064,91.0,283,0,2022-12-16,por definir
51,52,LAGUNA DE CONDORES - CONDOMINIO LOS ALAMOS,"PADRE HURTADO 18341, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.6226796,-70.6812518,SOCOVESA S.A.,CASA,42064,113.0,134,0,2022-12-16,por definir
52,53,PUNTA DE AGUILAS,"GOLF DE MANQUEHUE CON PUNTA DE AGUILAS, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3412926,-70.5610550999999,ACONCAGUA S.A.,DEPARTAMENTO,42064,232.5,36,0,2022-12-16,por definir
53,54,CONDOMINIO FALDEO LAS PIRCAS,"AV. LAS PERDICES 4160, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.4938633,-70.5417179,INMOBILIARIA MACUL S.A,CASA,42522,133.0,102,0,2022-12-16,por definir
54,55,LA DEHESA DE LA VIÑA,"LAS PALMAS S/N ESQUINA DIEGO PORTALES, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5370343,-70.5422609,INMOB. DEHESA DE LA VIÑA,CASA,42156,113.5,68,1,2022-12-16,por definir
55,56,PORTADA DE HUECHURABA,"PEDRO FONTOVA 6555, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.367031,-70.6699393,CONSTRUCTORA POCURO,CASA,42522,140.0,270,0,2022-12-16,por definir
56,57,CONDOMINIO MIRADOR DE LO CAMPINO,"LO CAMPINO - AMERICO VESPUCIO NORTE, SANTIAGO, REGION METROPOLITANA, CHILE",QUILICURA,-33.4017104,-70.5872602,INMOBILIARIA LO CAMPINO,CASA,42064,112.0,198,0,2022-12-16,por definir
57,58,CONDOMINIO CUMBRES,"ALVARO CASANOVA 355, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.4561544,-70.5209127,CONSTRUCTORA POCURO,CASA,42248,140.0,128,0,2022-12-16,por definir
58,59,LOS OLIVOS DE SAN RAFAEL,"EL TRANQUE 14400, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3606275,-70.5166718999999,ALMAGRO S.A.,DEPARTAMENTO,42064,442.5,12,0,2022-12-16,por definir
59,60,EDIFICIOS LOS CACTUS,"LOS CACTUS 1898, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.3559302,-70.5195335,FORTALEZA,DEPARTAMENTO,42064,104.5,168,0,2022-12-16,por definir
60,61,CONDOMINIO LOS PRESIDENTES,"LOS PRESIDENTES 3349, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.4814693,-70.5736452,ACONCAGUA S.A.,DEPARTAMENTO,42614,82.5,260,0,2022-12-16,por definir
61,62,CONDOMINIO PLAZA VERDE,"EL GUANACO 1560, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.3667,-70.6666999999999,INMOBILIARIA ICTINOS,CASA,42248,133.0,122,0,2022-12-16,por definir
62,63,VALLE VESPUCIO NORTE - CASAS,"LAS TORRES 750, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.444883,-70.7309959999999,SOC. INMOBILIARIA E INVERSIONES BIO BIO S.A.,CASA,42064,78.0,154,0,2022-12-16,por definir
63,64,CONDOMINIO PARQUE HUECHURABA,"EL CARMEN 1540 CON PEDRO FONTOVA, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.5137155,-70.763333,INMOBILIARIA ALMAHUE,DEPARTAMENTO,42064,71.0,232,0,2022-12-16,por definir
64,65,CUMBRES DE LA VIÑA,"ROJAS MAGALLANES CON EL HUALLE, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5354997,-70.5523524,ENACO S.A.,CASA,42552,140.0,195,0,2022-12-16,por definir
65,66,EDIFICIO TO BE,"LOS BARBECHOS 100, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.4032298,-70.5574863,ARMAS INMOBILIARIA,DEPARTAMENTO,42064,43.0,130,0,2022-12-16,por definir
66,67,CASAS LA LLAVERIA,"FLORENCIO INFANTE, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5456202,-70.7875484,INMOBILIARIA LA LLAVERIA,CASA,42064,108.0,75,0,2022-12-16,por definir
67,68,CUMBRES DE LAS PIRCAS,"CAMINO EL PASO 4265, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.5000951,-70.5256023,INMOBILIARIA MACUL S.A,CASA,42370,213.5,155,0,2022-12-16,por definir
68,69,EDIFICIO DE LA RECOLETA URBANO,"RECOLETA 50, SANTIAGO, REGION METROPOLITANA, CHILE",RECOLETA,-33.4141178,-70.6437787,EMPRESAS NAVARRETE Y DIAZ CUMSILLE,DEPARTAMENTO,42064,47.5,277,0,2022-12-16,por definir
69,70,EDIFICIO CONEXION,"SAN DIEGO 259, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4486213,-70.6509928,PAZ INMOBILIARIA,DEPARTAMENTO,42064,46.0,469,0,2022-12-16,por definir
70,71,VALLE DEL SOL,"EL TREBOL S/N, SANTIAGO, REGION METROPOLITANA, CHILE",PADRE HURTADO,-33.5451791,-70.8296208,ENACO S.A.,CASA,42339,65.5,284,1,2022-12-16,por definir
71,72,MIRADOR DE CHAMISERO,"LOS SAGRADOS CORAZONES 136 - VALLE NORTE, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.3961217,-70.598024,SOCOVESA S.A.,CASA,42064,155.0,186,0,2022-12-16,por definir
72,73,EDIFICIO EVOLUCION,"TARAPACA 870, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4470425,-70.6484256999999,GRUPO PAZ S.A.,DEPARTAMENTO,42522,51.5,394,0,2022-12-16,por definir
73,74,VISTA ANDES,"CAMINA PUNTA AGUILAS 4610, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.331777,-70.5540796,INMOBILIARIA VISTA ANDES I S.A,DEPARTAMENTO,42064,402.5,10,0,2022-12-16,por definir
74,75,ALTAVISTA DE ALTOMACUL,"CAMINO DEL PAISAJE 6546, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5111055,-70.52864,INMOBILIARIA SINERGIA S.A.,DEPARTAMENTO,42278,81.5,172,0,2022-12-16,por definir
75,76,CONDOMINIO ALTO CASARES,"RODOLFO JARAMILLO 1136, SANTIAGO, REGION METROPOLITANA, CHILE",PADRE HURTADO,-33.5602837,-70.8130965,CONSTRUCTORA EBCO,CASA,42064,88.0,313,0,2022-12-16,por definir
76,77,CONDOMINIO PIE ANDINO,"TOBALABA 1400, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.4408477,-70.5686072,RVC INGENIERIA Y CONSTRUCCION,CASA,42064,90.0,213,0,2022-12-16,por definir
77,78,ALTO EL MANZANO -BARRIO COSTANERA,"PANAMERICANA NORTE, KG. 35 (TIL TIL), SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-25.8986169,-70.4817232,INMOBILIARIA ALTOS DEL HUERTO,CASA,42064,123.0,110,0,2022-12-16,por definir
78,79,ALTO EL MANZANO - LA CUMBRE,"PANAMERICANA NORTE, KG. 35 (TIL TIL), SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-25.8986169,-70.4817232,INMOBILIARIA ALTOS DEL HUERTO,CASA,42064,103.0,151,0,2022-12-16,por definir
79,80,CUMBRE SAN DAMIAN VI,"FRANCISCO DE ASIS 2140, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.4734841,-70.6435793,ACONCAGUA S.A.,CASA,42339,318.0,48,0,2022-12-16,por definir
80,81,CONDOMINIO PARQUE DEL VALLE - EDIFICIO EL ROBLE,"PEDRO FONTOVA 7150, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.3561289,-70.6709848,STITCHKIN GESTION INMOBILIARIA,DEPARTAMENTO,42064,81.0,64,0,2022-12-16,por definir
81,82,CUMBRES DEL CONDOR,"LA VENDIMIA S/N, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.4856544,-70.555944,INMOBILIARIA MANQUEHUE LTDA.,DEPARTAMENTO,42064,260.0,53,0,2022-12-16,por definir
82,83,CASAS DEL ALTO,"CARDENAL OVIEDO 1154, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.5983686,-70.5497285,LOS SILOS INMOBILIARIA,CASA,42064,61.0,161,0,2022-12-16,por definir
83,84,ALTOS DEL BOSQUE,"MACUL ALTO 6801, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5142796,-70.5242456,ENACO S.A.,CASA,00-01-1900,117.0,119,0,2022-12-16,por definir
84,85,CONCEPTO MOVE,"SERRANO 605, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4525345,-70.6479219,ARMAS INMOBILIARIA,DEPARTAMENTO,42339,38.0,418,0,2022-12-16,por definir
85,86,PARRONALES DE NOS,"SANTA INES 18320, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.6265397,-70.687869,PILARES INMOBILIARIA,CASA,42064,52.0,215,0,2022-12-16,por definir
86,87,3800 DUBLE,"DUBLE ALMEYDA 3800, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4568728,-70.5898924999999,INMOBILIARIA BUENAVENTURA SPA,DEPARTAMENTO,43891,69.0,35,1,2022-12-16,por definir
87,88,LAS ARAUCARIAS DE COLINA,"ARAUCARIA 286, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.4072403,-70.7158788,INMOBILIARIA PY S.A.,CASA,42064,53.5,153,0,2022-12-16,por definir
88,89,CONDOMINIO TIERRA DEL FUEGO,"SANTA LAURA 650, SANTIAGO, REGION METROPOLITANA, CHILE",QUILICURA,-33.3603142,-70.746386,PILARES INMOBILIARIA,CASA,42064,50.0,160,0,2022-12-16,por definir
89,90,PARQUE DE RIESCO EDIFICIO ALDERETE,"PRESIDENTE RIESCO 7044, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.3969023,-70.5603955999999,SIENA INMOBILIARIA S.A.,DEPARTAMENTO,42522,106.0,98,0,2022-12-16,por definir
90,91,EDIFICIO JARDIN DEL ALTO,"JARDIN ALTO 9700, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5425593,-70.5547689,LOS SILOS INMOBILIARIA,DEPARTAMENTO,42339,68.5,135,0,2022-12-16,por definir
91,92,ALBA LO CAMPINO,"LAS TORRES 376, SANTIAGO, REGION METROPOLITANA, CHILE",QUILICURA,-33.4582065,-70.7319754999999,INMOBILIARIA MANQUEHUE LTDA.,CASA,42064,82.0,250,1,2022-12-16,por definir
92,93,EDIFICIO MORANDE 626,"MORANDE 626, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4363182,-70.6542767999999,GRAN MUNDO,DEPARTAMENTO,42064,51.5,393,0,2022-12-16,por definir
93,94,FUNDADORES DE LO CAMPINO IX,"ARANJUEZ 441, SANTIAGO, REGION METROPOLITANA, CHILE",QUILICURA,-33.3844407,-70.7241114999999,INMOBILIARIA MANQUEHUE LTDA. - ALTERRA,CASA,42064,117.0,106,0,2022-12-16,por definir
94,95,CONDOMINIO LAUTARO - CIUDAD SATELITE,"LAUTARO 18801, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.5913824,-70.6462225,SOCOVESA S.A.,CASA,42064,84.0,172,0,2022-12-16,por definir
95,96,EDIFICIO PARQUE MONASTERIO II,"VALLE DEL MONASTERIO 2656, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.34936,-70.5466699999999,GESTORA,DEPARTAMENTO,42064,147.0,56,0,2022-12-16,por definir
96,97,EDIFICIOS PARQUE LO GALLO II,"MONSEÑOR ESCRIVA DE BALAGUER 9211, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.3761878,-70.5495246,VIVIENDAS 2000 LTDA.,DEPARTAMENTO,42064,155.0,136,0,2022-12-16,por definir
97,98,BORDE BLANCO,"GENERAL SAN MARTIN KM 18,8, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.367484,-70.7381018,ACONCAGUA S.A.,CASA,42430,165.0,65,1,2022-12-16,por definir
98,99,CONDOMINIO ARQ SAN MIGUEL,"SAN NICOLAS 1480, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.4971395,-70.6620628,NAVARRETE Y DIAZ CURSILLE,DEPARTAMENTO,42064,75.5,152,0,2022-12-16,por definir
99,100,EDIFICIO ECO ESPACIO,"SAN ISIDRO 526, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4507563,-70.6426482,INMOBILIARIA FUNDAMENTA,DEPARTAMENTO,42248,51.0,183,0,2022-12-16,por definir
100,101,EDIFICIO PLAZA MIRADOR,"ZENTENO 998, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.4584942,-70.6507242,PLAZA DE ARMAS,DEPARTAMENTO,42064,51.5,98,0,2022-12-16,por definir
101,102,BARRIO ALTO EL HUALLE,"TOBALABA 9550 - EL HUALLE SUR 9533, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5404761,-70.5503801,SIP,CASA,42064,132.0,70,0,2022-12-16,por definir
102,103,CONDOMINIO CANQUEN NORTE,"SERGIO CORREA CON LOS RIOS - ACCESO JOSE RABAT, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.5462196,-70.5753715,SIENA INMOBILIARIA S.A.,CASA,42095,216.5,126,0,2022-12-16,por definir
103,104,JARDIN DEL CANTO,"CHAMISERO 15921, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.3196272,-70.6497066,SECURITY,CASA,42064,183.0,126,0,2022-12-16,por definir
